,0
4936,NTRK2
4937,DDX59
4938,NDUFAF2
4939,SAMD9L
4940,C2CD3
4941,CYCS
4942,DNAAF3
4943,NRL
4944,WBP11
4945,MSH6
4946,CDK4
4947,SBF2
4948,DLG4
4949,AGRP
4950,TERB1
4951,GPNMB
4952,NKX2-1
4953,CELIAC13
4954,PLVAP
4955,KL
4956,GCLM
4957,LHFPL5
4958,CIBAR1
4959,ZNF513
4960,YY1
4961,RARS1
4962,COG1
4963,KLLN
4964,FRAS1
4965,TACO1
4966,DNALI1
4967,CFAP57
4968,TIMP3
4969,KISS1R
4970,WIPF1
4971,HEPACAM
4972,TIAM1
4973,UBQLN2
4974,HFM1
4975,AP4S1
4976,NDUFAF1
4977,TPCN2
4978,CNBP
4979,OAS1
4980,BICD2
4981,MEIOB
4982,TNNI3
4983,BNC1
4984,TRMT10A
4985,SP110
4986,TWIST2
4987,SRP72
4988,FOXP1
4989,TTI2
4990,SLC26A1
4991,ETV6
4992,FGG
4993,GABRB2
4994,EP300
4995,NEFH
4996,AQP4
4997,INVS
4998,IFNAR1
4999,TAP1
5000,ZSWIM7
5001,SERPINA6
5002,YARS1
5003,UQCRQ
5004,UNC119
5005,ABCC8
5006,NCAPD3
5007,ADRA2A
5008,NAPB
5009,STAB1
5010,RTTN
5011,WFS1
5012,ELF4
5013,EIF2S3
5014,RNF125
5015,GRK1
5016,BMP1
5017,DSG3
5018,LCK
5019,SLC25A20
5020,BIN1
5021,CDC73
5022,FZD2
5023,SSX2
5024,PLOD1
5025,MNS1
5026,MDH2
5027,GJB3
5028,PKD1L1
5029,MPDZ
5030,DNAL1
5031,PLA2G6
5032,CD209
5033,EBP
5034,KIF4A
5035,CYP21A2
5036,LZTS1
5037,GFRA1
5038,ARSL
5039,FREM1
5040,ALMS1
5041,PIK3CA
5042,ROR1
5043,COL9A1
5044,NODAL
5045,TSEN15
5046,STING1
5047,GYS2
5048,PUF60
5049,SLC25A26
5050,CSF3R
5051,SRP68
5052,ESR2
5053,AGTR1
5054,SPPL2A
5055,CDK5RAP2
5056,FREM2
5057,TCHH
5058,RFC1
5059,PPP2R3C
5060,GLDC
5061,CERKL
5062,NEK10
5063,HCN1
5064,TM4SF20
5065,NLRC4
5066,ZFHX3
5067,STAT4
5068,SLC2A1
5069,UCHL1
5070,LRP2
5071,CA2
5072,ACTL9
5073,IQCE
5074,HS6ST2
5075,COMP
5076,SFTPA1
5077,GLC3B
5078,STQTL3
